state_name,county_name,trump,biden,other,population_2010,persons_under_5_years_percent_2014,persons_under_18_years_percent_2014,age_65_plus,female_persons_percent_2014,living_in_same_house_1_year__over_percent_20092013,foreign_born_persons_percent_20092013,non_english,edu_highschool,edu_batchelors,veterans_20092013,mean_travel_time_to_work_minutes_workers_age_16_20092013,housing_units_2014,homeownership_rate_20092013,housing_units_in_multiunit_structures_percent_20092013,median_value_of_owneroccupied_housing_units_20092013,households_20092013,persons_per_household_20092013,income,median_household_income_20092013,poverty,private_nonfarm_establishments_2013,private_nonfarm_employment__2013,private_nonfarm_employment_percent_change_20122013,nonemployer_establishments_2013,total_number_of_firms_2007,womenowned_firms_percent_2007,manufacturers_shipments_2007_1000,merchant_wholesaler_sales_2007_1000,retail_sales_2007_1000,retail_sales_per_capita_2007,accommodation_and_food_services_sales_2007_1000,building_permits_2014,land_area_in_square_miles_2010,density
Florida,Okeechobee County,11470,4390,94,39996.0,6.2,22.7,17.9,46.2,88.7,12.1,24.3,67.8,10.2,3063.0,25.3,18223.0,73.9,5.3,105300.0,12999.0,2.86,17787.0,34570.0,26.9,738.0,6486.0,-1.7,2078.0,2828.0,0.0,0.0,85257.0,430587.0,10758.0,46949.0,17.0,768.91,52.0
Florida,Orange County,245398,395014,6884,1145956.0,6.2,22.7,10.8,50.9,79.5,19.0,33.5,87.2,30.1,66314.0,26.3,508051.0,57.4,33.0,167800.0,415790.0,2.76,24877.0,47581.0,17.0,33317.0,640229.0,3.0,110458.0,113155.0,29.9,10921814.0,17080688.0,19195634.0,18005.0,6645089.0,9246.0,903.43,1268.5
Florida,Osceola County,73480,97297,1630,268685.0,6.4,25.1,12.7,51.0,85.4,19.9,47.8,83.8,17.6,16395.0,30.6,133981.0,63.1,26.8,129900.0,90413.0,3.07,19007.0,43891.0,17.9,5090.0,65594.0,3.8,25694.0,24646.0,29.0,644949.0,3044187.0,2868737.0,11107.0,890451.0,3414.0,1327.45,202.4
Florida,Palm Beach County,334711,433572,4810,1320134.0,5.1,19.5,22.7,51.6,85.0,22.6,28.4,87.5,32.4,99057.0,24.5,674844.0,71.2,40.6,199700.0,526007.0,2.51,32858.0,52432.0,14.5,44234.0,466399.0,3.7,151331.0,163433.0,27.8,4240652.0,12017516.0,19321650.0,15278.0,3088613.0,5066.0,1969.76,670.2
Florida,Pasco County,179621,119073,3276,464697.0,5.0,20.5,22.5,51.4,87.0,9.0,13.9,87.2,20.4,50239.0,30.0,232348.0,76.5,12.1,120000.0,182707.0,2.53,23736.0,43888.0,13.9,8784.0,84928.0,3.5,31285.0,38812.0,28.3,745172.0,807398.0,4746208.0,10328.0,432390.0,2785.0,746.89,622.2
Florida,Pinellas County,276209,277450,6056,916542.0,4.5,17.1,23.0,52.1,84.3,11.4,13.2,88.9,27.5,94997.0,23.4,504674.0,67.0,36.9,151500.0,401708.0,2.24,29262.0,45535.0,14.1,26751.0,365099.0,4.7,76324.0,98528.0,29.4,8062020.0,12378394.0,14826852.0,16244.0,1925067.0,1733.0,273.8,3347.5
Florida,Polk County,194586,145049,3621,602095.0,5.9,22.8,19.5,51.0,83.7,10.2,19.2,82.4,18.1,51949.0,25.8,282730.0,70.5,14.3,111400.0,219540.0,2.71,21285.0,43113.0,18.2,10922.0,166924.0,1.1,38465.0,45012.0,25.4,7178034.0,13241719.0,6420144.0,11195.0,699617.0,2559.0,1797.84,334.9
Florida,Putnam County,25514,10527,332,74364.0,5.7,21.6,21.1,50.7,88.2,4.8,8.9,77.5,11.4,8293.0,28.1,36662.0,76.3,7.0,89600.0,28047.0,2.57,18377.0,32497.0,26.4,1232.0,11917.0,0.7,3853.0,5259.0,0.0,982580.0,0.0,671648.0,9108.0,48880.0,29.0,727.62,102.2
Florida,Santa Rosa County,77385,27612,1931,151372.0,5.7,22.6,14.5,48.9,81.3,4.4,6.5,89.4,25.9,20921.0,27.1,67604.0,73.6,11.2,162300.0,57368.0,2.64,26861.0,57703.0,12.3,2469.0,22056.0,0.6,10394.0,12874.0,31.5,74894.0,148932.0,1107974.0,7499.0,135111.0,1127.0,1011.61,149.6
Florida,Sarasota County,148370,120110,2095,379448.0,3.7,15.0,33.9,52.2,84.8,12.0,13.0,91.9,30.8,47357.0,21.9,230987.0,74.5,25.0,175000.0,170555.0,2.21,32313.0,49052.0,12.2,12905.0,127514.0,1.7,38127.0,46390.0,26.2,1366676.0,1560297.0,5599478.0,15181.0,844369.0,2093.0,555.87,682.6
Florida,Seminole County,125241,132528,2996,422718.0,5.2,21.4,14.3,51.6,86.9,11.8,18.8,91.8,35.0,30528.0,26.3,185882.0,70.5,25.3,184300.0,147529.0,2.87,28675.0,58175.0,11.3,12639.0,152363.0,1.6,38346.0,46725.0,28.8,1634749.0,2852650.0,6872148.0,16831.0,764148.0,967.0,309.22,1367.0
Florida,St. Johns County,110946,63850,1826,190039.0,4.8,22.0,18.2,51.3,83.3,6.4,8.1,93.2,41.4,19172.0,25.7,96900.0,77.0,19.1,242900.0,75558.0,2.57,36836.0,64876.0,9.6,5305.0,49016.0,6.1,18006.0,19871.0,26.1,533263.0,871130.0,2039710.0,11601.0,507634.0,2786.0,600.66,316.4
Florida,St. Lucie County,86831,84137,1191,277789.0,5.2,20.8,22.6,51.2,83.5,14.9,20.5,85.2,19.5,26490.0,28.3,137339.0,73.0,20.5,122900.0,106060.0,2.62,23285.0,43413.0,18.4,5062.0,53629.0,-0.8,21562.0,24858.0,31.7,916481.0,693623.0,3697675.0,14197.0,268322.0,962.0,571.93,485.7
Florida,Sumter County,62761,29341,383,93420.0,2.0,7.4,52.9,49.3,85.3,5.8,7.4,87.8,25.2,18121.0,24.6,64510.0,90.2,2.3,194100.0,43507.0,2.04,27504.0,48493.0,12.0,1319.0,17523.0,6.5,5521.0,5207.0,31.4,367864.0,0.0,672106.0,9244.0,79933.0,2570.0,546.93,170.8
Florida,Suwannee County,16410,4485,162,41551.0,5.8,21.4,19.6,47.8,85.2,5.9,8.1,79.8,9.8,4324.0,26.0,18848.0,72.2,5.3,98400.0,15712.0,2.64,18431.0,35698.0,23.6,671.0,7738.0,-3.4,2307.0,3112.0,0.0,0.0,108657.0,353760.0,8962.0,31870.0,41.0,688.55,60.3
Florida,Taylor County,7751,2299,75,22570.0,5.3,19.0,18.0,43.6,86.7,2.4,5.8,76.5,11.6,2310.0,21.1,10872.0,78.1,5.3,87400.0,7672.0,2.55,17045.0,36356.0,16.7,401.0,4447.0,-2.1,930.0,1475.0,0.0,595497.0,0.0,207073.0,9886.0,19967.0,24.0,1043.31,21.6
Florida,Union County,5133,1053,59,15535.0,5.3,19.2,12.4,35.4,83.9,2.6,4.9,73.9,10.0,1931.0,22.9,4458.0,66.5,6.7,89200.0,3807.0,2.79,13590.0,42660.0,19.6,135.0,1822.0,3.2,518.0,722.0,37.1,0.0,0.0,42047.0,2855.0,10512.0,22.0,243.56,63.8
Florida,Volusia County,173821,130575,3043,494593.0,4.7,18.0,23.2,51.2,85.6,7.0,12.7,87.6,20.8,54343.0,25.4,256093.0,72.0,21.9,142800.0,195907.0,2.47,23973.0,42457.0,16.8,11972.0,131926.0,1.9,37963.0,46499.0,0.0,1948646.0,2002931.0,6099931.0,12230.0,899154.0,1373.0,1101.03,449.2
Florida,Wakulla County,12874,5351,179,30776.0,5.3,20.8,13.2,44.7,80.2,2.8,5.1,87.7,17.2,3447.0,30.4,12838.0,78.7,4.9,138300.0,10455.0,2.61,21797.0,52691.0,14.4,413.0,3101.0,4.8,1981.0,2750.0,0.0,0.0,7019.0,167697.0,5544.0,20092.0,106.0,606.42,50.8
Florida,Walton County,32947,10338,426,55043.0,5.4,20.2,18.7,49.1,83.5,5.0,7.5,84.5,24.1,6636.0,25.5,47807.0,73.3,27.0,159500.0,22639.0,2.41,25845.0,43640.0,17.9,1873.0,17445.0,-2.5,6588.0,7065.0,24.3,0.0,205148.0,705008.0,13387.0,312686.0,1076.0,1037.63,53.0
Florida,Washington County,9876,2347,104,24896.0,4.9,19.8,17.3,45.2,86.4,2.8,4.5,80.3,11.4,2088.0,28.1,10680.0,78.6,3.0,85900.0,8533.0,2.63,17385.0,38501.0,20.1,378.0,3751.0,-1.2,1400.0,1273.0,40.1,0.0,0.0,177286.0,7747.0,18080.0,21.0,582.8,42.7
Georgia,Appling County,6526,1779,36,18236.0,6.9,25.4,15.6,49.9,90.8,5.5,10.1,76.8,12.8,1009.0,20.9,8414.0,69.6,5.9,75600.0,6934.0,2.59,19643.0,36786.0,22.9,364.0,5222.0,-2.7,1170.0,1627.0,21.5,347120.0,58142.0,179447.0,10022.0,15835.0,3.0,507.08,36.0
Georgia,Atkinson County,2300,825,30,8375.0,8.4,28.1,11.8,49.6,87.6,12.2,20.5,64.6,7.7,540.0,21.2,3461.0,69.9,7.4,75000.0,2758.0,3.0,15958.0,30049.0,32.2,89.0,1115.0,1.5,514.0,582.0,27.5,0.0,0.0,35656.0,4367.0,937.0,0.0,339.38,24.7
Georgia,Bacon County,4018,625,25,11096.0,6.9,26.0,14.1,50.8,85.9,5.2,8.6,72.2,12.1,502.0,24.2,4739.0,67.5,6.8,77000.0,4036.0,2.66,18558.0,33757.0,19.0,214.0,2553.0,4.6,652.0,716.0,26.3,165420.0,120704.0,68612.0,6495.0,5947.0,0.0,258.58,42.9
Georgia,Baker County,897,652,6,3451.0,5.1,20.6,17.8,52.1,95.5,0.6,0.6,79.5,10.9,136.0,26.9,1628.0,72.0,4.2,72700.0,1374.0,2.47,17019.0,27353.0,31.8,23.0,218.0,-5.2,193.0,133.0,30.1,0.0,0.0,5320.0,1421.0,0.0,0.0,341.94,10.1
Georgia,Baldwin County,8903,9140,208,45720.0,5.2,19.3,14.2,49.6,80.2,2.6,3.7,81.7,19.0,3079.0,20.5,20226.0,57.2,20.0,103900.0,16338.0,2.55,18622.0,32751.0,30.0,815.0,12245.0,-1.8,2976.0,4071.0,26.6,0.0,0.0,524150.0,11267.0,57925.0,39.0,257.84,177.3
Georgia,Banks County,7795,932,74,18395.0,5.3,23.2,15.9,49.3,91.1,3.4,4.6,75.5,11.6,1262.0,29.4,7540.0,77.3,3.5,140200.0,6772.0,2.71,20231.0,41141.0,16.7,264.0,2947.0,6.0,1236.0,0.0,0.0,0.0,23263.0,233863.0,14223.0,44269.0,17.0,232.09,79.3
Georgia,Barrow County,26804,10453,760,69367.0,7.2,27.4,11.2,50.7,87.2,7.3,12.2,82.1,17.1,4968.0,33.4,26833.0,78.2,6.5,127000.0,23413.0,2.97,21379.0,53274.0,13.7,1072.0,13953.0,0.9,5317.0,6370.0,30.2,768413.0,466296.0,660898.0,9839.0,125078.0,444.0,160.31,432.7
Georgia,Bartow County,37674,12092,701,100157.0,6.4,25.2,12.8,50.7,82.9,4.6,6.9,80.4,15.9,6556.0,28.1,39827.0,67.7,11.7,128500.0,34567.0,2.88,21022.0,47197.0,17.1,1853.0,28229.0,3.7,7663.0,9679.0,28.2,3723604.0,648966.0,1177422.0,12699.0,140737.0,221.0,459.54,217.9
Georgia,Ben Hill County,4110,2392,58,17634.0,7.7,25.4,15.4,52.5,87.2,1.6,3.2,76.9,9.8,1133.0,16.9,7893.0,64.4,13.9,79700.0,6110.0,2.83,14204.0,28547.0,38.1,318.0,4597.0,1.1,1154.0,1372.0,27.8,0.0,0.0,224967.0,12693.0,20020.0,11.0,250.12,70.5
Georgia,Berrien County,6419,1269,55,19286.0,6.1,23.5,16.5,50.7,89.0,2.7,4.9,76.8,12.8,1453.0,25.5,8640.0,76.8,3.8,80100.0,7040.0,2.69,16784.0,32258.0,22.5,254.0,2815.0,-7.2,1061.0,1210.0,33.1,415852.0,68412.0,129158.0,7739.0,9253.0,15.0,451.9,42.7
Georgia,Bibb County,26585,43468,749,155547.0,7.2,25.2,14.0,53.0,81.3,3.8,5.1,82.4,22.5,11498.0,20.7,70297.0,54.4,27.8,123000.0,56585.0,2.63,20982.0,37550.0,24.9,4060.0,71200.0,0.2,12382.0,14851.0,35.1,1693877.0,1613732.0,2536200.0,16374.0,306252.0,92.0,249.76,622.8
Georgia,Bleckley County,4328,1311,67,13063.0,5.4,21.5,16.7,52.2,82.0,2.0,3.2,79.5,14.9,946.0,26.3,5276.0,71.3,10.0,79900.0,3955.0,2.9,20156.0,36073.0,23.3,163.0,1469.0,-24.4,758.0,769.0,36.4,0.0,16882.0,76320.0,5950.0,6646.0,16.0,215.87,60.5
Georgia,Brantley County,6991,699,56,18411.0,5.7,25.0,14.7,50.6,88.3,0.7,1.7,76.8,6.4,1327.0,32.2,7923.0,80.4,3.7,68500.0,6550.0,2.79,16938.0,36070.0,21.9,187.0,1232.0,-0.6,973.0,0.0,0.0,0.0,0.0,62404.0,4043.0,4259.0,11.0,442.36,41.6
Georgia,Brooks County,4260,2790,50,16243.0,6.7,21.9,18.6,51.2,87.2,3.2,6.8,77.4,11.4,1533.0,23.0,7659.0,67.6,5.9,101400.0,6573.0,2.39,19409.0,34419.0,24.0,199.0,1986.0,-0.7,819.0,940.0,0.0,0.0,65887.0,88152.0,5394.0,0.0,15.0,493.05,32.9
Georgia,Bryan County,14244,6739,357,30233.0,7.3,29.1,10.2,50.2,83.2,3.5,4.4,88.0,30.6,3253.0,28.7,12908.0,70.2,9.7,182400.0,11230.0,2.79,27556.0,64707.0,11.7,597.0,5686.0,7.2,2258.0,2749.0,30.6,0.0,154440.0,224984.0,7479.0,34786.0,412.0,435.97,69.3
Georgia,Bulloch County,18386,11243,455,70217.0,5.6,20.4,10.3,50.6,78.0,4.0,5.0,85.9,27.7,4028.0,21.2,29771.0,50.9,27.4,134900.0,25254.0,2.61,18587.0,35840.0,31.3,1373.0,17227.0,-0.3,4308.0,6025.0,22.2,523827.0,0.0,733425.0,11044.0,95340.0,521.0,672.81,104.4
Georgia,Burke County,5400,5209,75,23316.0,7.0,26.2,14.1,52.0,90.9,1.7,3.0,76.9,9.9,1490.0,26.7,9829.0,70.2,9.1,80000.0,7881.0,2.91,16171.0,31494.0,33.5,300.0,4993.0,-10.5,1381.0,1797.0,36.2,0.0,0.0,177473.0,7776.0,11108.0,43.0,826.97,28.2
Georgia,Butts County,8405,3272,112,23655.0,5.8,22.0,14.3,47.1,83.5,3.0,3.0,74.7,8.4,1534.0,30.9,9281.0,75.2,7.9,125400.0,7776.0,2.74,20363.0,49754.0,14.5,347.0,4048.0,4.6,1461.0,1731.0,21.0,287017.0,465389.0,295450.0,12496.0,17970.0,12.0,184.39,128.3
Georgia,Calhoun County,923,1260,11,6694.0,4.8,19.0,12.5,40.0,74.2,4.9,8.5,68.6,11.5,420.0,19.0,2383.0,70.6,9.4,53000.0,1804.0,2.19,14868.0,26986.0,38.7,74.0,725.0,-0.7,295.0,428.0,0.0,0.0,16497.0,19557.0,3266.0,946.0,0.0,280.37,23.9
Georgia,Camden County,15251,7967,470,50513.0,7.6,25.2,11.3,48.6,80.3,2.1,4.8,90.4,19.5,6625.0,21.9,21389.0,63.1,15.7,154500.0,18386.0,2.69,22701.0,51990.0,15.5,792.0,8460.0,5.9,2319.0,3332.0,33.0,0.0,0.0,648346.0,13688.0,71770.0,126.0,613.03,82.4
Georgia,Candler County,3134,1269,29,10998.0,6.3,25.6,16.7,50.4,85.0,6.9,9.4,78.5,14.6,770.0,24.0,4697.0,64.0,7.4,86700.0,3861.0,2.78,17974.0,35070.0,25.9,200.0,2182.0,-4.4,776.0,1085.0,24.0,0.0,24255.0,114511.0,10977.0,14749.0,0.0,243.04,45.3
Georgia,Carroll County,37476,16238,760,110527.0,6.4,24.2,12.5,50.9,80.4,4.4,7.7,79.7,18.3,7343.0,28.5,44757.0,66.7,13.7,118500.0,39494.0,2.72,21227.0,46147.0,18.9,1988.0,31002.0,2.1,8017.0,9582.0,25.7,3175562.0,985854.0,1252468.0,11190.0,142419.0,111.0,499.08,221.5
Georgia,Catoosa County,25167,6932,593,63942.0,5.8,23.6,16.0,51.3,86.3,2.3,3.7,82.3,17.5,4805.0,22.3,26803.0,72.6,12.9,130200.0,23941.0,2.68,21690.0,47087.0,13.9,892.0,11569.0,-0.1,4002.0,4789.0,28.5,562058.0,151178.0,795089.0,12730.0,76458.0,144.0,162.16,394.3
Georgia,Charlton County,3419,1103,44,12171.0,5.6,19.0,13.3,39.7,79.9,7.6,7.4,74.3,9.4,1247.0,28.7,4414.0,77.9,3.2,76100.0,3727.0,3.12,17102.0,40111.0,19.7,146.0,1804.0,1.5,507.0,763.0,21.4,0.0,45988.0,68423.0,6460.0,9831.0,7.0,773.58,15.7
Georgia,Chatham County,53288,78369,1932,265128.0,6.9,22.2,13.6,51.8,84.8,6.5,8.0,88.7,31.3,24730.0,21.1,122600.0,57.5,27.9,174500.0,102484.0,2.55,25093.0,45794.0,19.1,7229.0,120438.0,2.3,19018.0,23990.0,33.0,0.0,3780143.0,4004232.0,16107.0,872885.0,1317.0,426.44,621.7
Georgia,Chattahoochee County,880,667,43,11267.0,9.5,22.6,4.1,32.7,50.8,5.6,13.9,92.5,27.5,581.0,14.2,3343.0,28.8,28.1,97100.0,2613.0,3.54,20042.0,48758.0,11.9,97.0,1690.0,-5.0,251.0,341.0,29.3,0.0,0.0,12987.0,934.0,804.0,3.0,248.74,45.3
Georgia,Chattooga County,8064,1854,132,26015.0,5.6,22.6,16.5,48.8,87.7,3.1,4.6,69.0,7.7,1540.0,23.4,10883.0,69.7,9.5,72400.0,9457.0,2.52,16045.0,33228.0,24.0,295.0,4390.0,0.2,1348.0,2104.0,22.9,629589.0,66428.0,147194.0,5478.0,0.0,0.0,313.34,83.0
Georgia,Cherokee County,99587,42794,2449,214346.0,6.2,26.0,11.9,50.7,87.0,8.6,12.4,88.9,34.2,14589.0,31.9,85507.0,79.1,9.7,190400.0,76144.0,2.85,29615.0,67261.0,9.8,4830.0,42481.0,3.9,20922.0,22759.0,28.1,823737.0,848952.0,2114906.0,10373.0,246874.0,2123.0,421.67,508.3
Georgia,Clarke County,14446,36048,839,116714.0,5.8,17.6,9.7,52.3,75.6,10.4,13.5,85.1,39.5,5581.0,19.0,51781.0,43.9,44.1,156600.0,41358.0,2.61,19295.0,33060.0,36.7,2912.0,44643.0,3.5,7804.0,10181.0,26.0,1971235.0,1782494.0,1669122.0,14711.0,293388.0,538.0,119.2,979.1
Georgia,Clay County,637,790,7,3183.0,6.6,21.8,23.3,53.1,87.1,1.2,3.3,77.9,7.9,234.0,26.4,2083.0,66.6,6.8,72300.0,1235.0,2.49,12982.0,21192.0,44.5,37.0,0.0,0.0,200.0,186.0,42.5,0.0,1533.0,11021.0,3465.0,0.0,5.0,195.38,16.3
Georgia,Clayton County,15813,95476,1055,259424.0,7.8,28.3,8.3,52.6,79.1,15.2,20.5,81.7,18.0,18030.0,29.4,104535.0,55.3,29.3,97500.0,86274.0,2.99,17950.0,40606.0,24.0,3767.0,70120.0,1.8,25549.0,23186.0,38.1,1604635.0,3582346.0,3207049.0,11760.0,398890.0,340.0,141.57,1832.5
Georgia,Clinch County,2105,747,12,6798.0,7.6,25.9,15.0,51.0,86.6,2.6,3.2,71.1,12.5,479.0,21.1,2967.0,68.7,11.7,62900.0,2586.0,2.53,17815.0,30345.0,29.1,127.0,1806.0,7.8,428.0,513.0,22.8,0.0,0.0,39791.0,5714.0,3333.0,4.0,800.22,8.5
Georgia,Cobb County,165459,221846,6441,688078.0,6.6,24.6,10.6,51.6,81.2,15.1,20.3,90.8,43.7,44559.0,29.5,292870.0,66.4,24.9,196700.0,261242.0,2.64,33069.0,63920.0,12.8,19159.0,302767.0,-0.3,71103.0,77945.0,31.7,5651641.0,15524844.0,10480711.0,15157.0,1393471.0,3103.0,339.55,2026.4
Georgia,Coffee County,10578,4511,125,42356.0,6.7,24.7,12.3,48.7,88.5,6.1,9.8,75.5,12.9,2488.0,19.9,16925.0,69.4,7.3,80700.0,14497.0,2.73,17031.0,35693.0,24.3,830.0,11855.0,-1.5,2837.0,3452.0,25.1,0.0,323863.0,458699.0,11367.0,47137.0,35.0,575.1,73.7
Georgia,Colquitt County,11777,4187,119,45498.0,7.8,26.8,14.0,50.4,82.4,10.9,17.1,72.1,13.1,2367.0,21.1,18291.0,66.2,11.5,83500.0,15918.0,2.81,17025.0,32484.0,26.7,872.0,11360.0,2.6,2854.0,3290.0,25.2,599465.0,184865.0,432377.0,9669.0,35043.0,88.0,544.15,83.6
Georgia,Columbia County,50013,29236,1330,124053.0,6.3,26.0,11.8,51.1,86.8,6.8,9.5,91.3,34.1,13290.0,24.5,53375.0,78.9,7.4,170400.0,43975.0,2.9,30949.0,69306.0,8.3,2092.0,26336.0,1.8,8724.0,10081.0,32.0,2411210.0,357458.0,1406298.0,12919.0,119074.0,1289.0,290.09,427.6
Georgia,Cook County,4900,2059,76,17212.0,6.7,26.6,14.7,51.6,81.7,3.4,6.0,74.8,12.4,1147.0,25.3,7241.0,73.4,4.7,83100.0,6308.0,2.67,18592.0,34985.0,23.1,299.0,2782.0,7.5,1002.0,1023.0,0.0,360662.0,51503.0,118054.0,7198.0,18080.0,33.0,227.16,75.8
Georgia,Coweta County,51501,24210,1088,127317.0,6.2,25.7,12.4,51.2,85.4,5.8,8.5,87.8,26.9,10406.0,30.6,52000.0,74.5,11.1,176400.0,46912.0,2.74,26757.0,60813.0,12.7,2109.0,28918.0,5.6,10042.0,11408.0,32.0,2270118.0,524585.0,1290974.0,10852.0,146607.0,745.0,440.89,288.8
Georgia,Crawford County,4428,1615,59,12630.0,5.0,21.2,16.9,49.4,90.0,0.8,2.7,78.7,13.0,887.0,28.2,5250.0,79.0,3.2,90800.0,4620.0,2.7,20556.0,41586.0,20.6,101.0,548.0,0.2,851.0,560.0,34.1,0.0,0.0,18191.0,1451.0,1372.0,20.0,324.89,38.9
Georgia,Crisp County,4987,2986,79,23439.0,6.8,24.9,16.0,52.4,86.1,1.5,4.2,79.5,15.5,1664.0,19.1,10712.0,59.8,16.1,95600.0,8832.0,2.61,18185.0,35240.0,31.2,514.0,6614.0,3.7,1610.0,1847.0,0.0,410798.0,0.0,326453.0,14719.0,39028.0,12.0,272.58,86.0
Georgia,Dade County,6066,1261,107,16633.0,5.4,19.8,17.0,50.8,88.4,1.6,1.8,80.3,17.0,1342.0,27.4,7260.0,77.8,7.4,112800.0,6325.0,2.44,21690.0,43205.0,15.9,214.0,2718.0,2.3,1069.0,1411.0,27.4,187845.0,0.0,189274.0,11687.0,15778.0,1.0,173.98,95.6
Georgia,Dawson County,13398,2486,197,22330.0,5.1,21.8,17.9,49.9,87.1,3.8,4.8,85.8,24.4,1913.0,31.8,10595.0,73.7,5.1,186000.0,8506.0,2.61,27330.0,53525.0,15.6,588.0,6340.0,0.3,2055.0,3229.0,16.2,0.0,103913.0,466567.0,21598.0,49886.0,177.0,210.83,105.9
Georgia,DeKalb County,58369,308140,4202,691893.0,7.3,23.7,10.4,52.5,81.2,16.3,18.6,88.4,39.7,41447.0,30.7,306954.0,56.7,36.2,168900.0,264496.0,2.59,28810.0,50856.0,19.0,16052.0,260194.0,3.1,71233.0,73184.0,37.2,7489009.0,9361148.0,7973387.0,10867.0,1207713.0,1231.0,267.58,2585.7
Georgia,Decatur County,6758,4780,89,27842.0,6.9,24.7,15.4,51.4,87.6,3.0,4.0,78.4,14.7,1577.0,23.2,12120.0,64.3,14.3,102900.0,10525.0,2.51,18059.0,30619.0,27.1,578.0,6459.0,2.2,1854.0,2725.0,28.0,1021401.0,0.0,395435.0,13854.0,24104.0,32.0,597.14,46.6
Georgia,Dodge County,5843,2171,56,21796.0,6.1,20.9,15.2,47.8,89.8,2.1,4.3,80.2,15.2,1499.0,24.2,9744.0,65.7,8.0,70000.0,8186.0,2.36,18114.0,37292.0,19.8,338.0,3507.0,-1.9,1378.0,1447.0,0.0,199135.0,9821.0,167117.0,8452.0,12514.0,8.0,495.89,44.0
Georgia,Dooly County,2159,1911,35,14918.0,4.7,19.8,15.7,46.0,88.4,4.2,4.9,70.9,10.1,1214.0,19.7,6225.0,66.7,9.2,67600.0,5133.0,2.37,14510.0,29012.0,29.0,160.0,1935.0,-5.9,747.0,930.0,0.0,303771.0,61913.0,151362.0,13121.0,6625.0,0.0,391.94,38.1
Georgia,Dougherty County,10449,24579,280,94565.0,7.4,24.9,13.6,53.5,81.7,2.4,3.7,79.9,17.8,7326.0,18.3,40701.0,47.3,31.3,101700.0,35661.0,2.53,18619.0,31671.0,31.2,2336.0,38273.0,-2.1,6777.0,6892.0,33.7,0.0,1175674.0,1543650.0,16198.0,170969.0,80.0,328.69,287.7
Georgia,Douglas County,25323,42653,830,132403.0,6.6,26.9,10.3,52.1,83.4,8.4,11.9,87.2,24.4,10690.0,31.8,51861.0,69.8,17.4,135700.0,46295.0,2.86,23626.0,52691.0,16.1,2392.0,33246.0,2.6,11313.0,11400.0,33.1,989859.0,929175.0,2055804.0,16536.0,212285.0,224.0,200.07,661.8
Georgia,Early County,2722,2437,28,11008.0,6.6,25.2,18.4,52.8,91.3,0.8,1.5,76.7,12.9,728.0,22.7,4918.0,64.7,6.5,82400.0,4030.0,2.61,17579.0,28853.0,31.6,211.0,2843.0,4.1,647.0,961.0,0.0,832266.0,131927.0,75758.0,6416.0,6271.0,9.0,512.59,21.5
Georgia,Echols County,1256,167,18,4034.0,8.8,27.7,11.3,50.7,73.4,17.1,23.2,74.7,5.7,292.0,24.8,1537.0,62.7,5.6,71600.0,1382.0,2.93,15861.0,31375.0,31.3,23.0,114.0,-5.8,183.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,414.89,9.7
Georgia,Effingham County,23357,7720,547,52250.0,6.6,26.9,10.8,50.1,86.4,2.1,4.5,85.2,16.8,4583.0,29.8,20549.0,76.6,7.2,155400.0,17830.0,2.96,24824.0,63030.0,11.2,673.0,7394.0,3.7,3311.0,4492.0,25.9,0.0,63037.0,322581.0,6345.0,26103.0,482.0,477.7,109.4
Georgia,Elbert County,6226,2879,66,20166.0,6.0,22.0,19.1,52.1,93.0,3.0,5.3,78.3,11.3,1546.0,21.6,9513.0,68.4,9.2,84500.0,7635.0,2.57,18835.0,35817.0,20.4,423.0,4505.0,-10.4,1369.0,1650.0,0.0,515223.0,106277.0,136950.0,6644.0,14557.0,12.0,351.06,57.4
Georgia,Emanuel County,6551,2884,66,22598.0,6.9,25.1,15.8,51.1,84.5,1.3,4.7,76.5,11.6,1357.0,25.3,9879.0,65.6,4.9,69900.0,8026.0,2.71,17064.0,32046.0,29.4,385.0,4899.0,-1.6,1849.0,2163.0,31.0,448400.0,93384.0,184041.0,8160.0,14804.0,7.0,680.6,33.2
Georgia,Evans County,2888,1324,35,11000.0,7.7,26.7,15.1,51.7,85.0,6.2,12.5,76.2,14.1,725.0,19.2,4636.0,63.7,6.9,89700.0,4067.0,2.55,18998.0,36788.0,27.9,212.0,3744.0,-1.2,692.0,940.0,36.3,354790.0,0.0,153912.0,13507.0,6395.0,20.0,182.85,60.2
Georgia,Fannin County,12169,2571,110,23682.0,4.5,17.7,25.6,51.1,89.5,1.1,3.1,79.0,14.4,2322.0,25.4,16589.0,78.2,4.3,161300.0,9940.0,2.36,19164.0,34239.0,23.0,553.0,4496.0,0.8,2648.0,3558.0,25.0,0.0,41794.0,293099.0,12995.0,29653.0,168.0,386.72,61.2
Georgia,Fayette County,36375,31937,933,106567.0,4.1,23.9,16.2,51.6,88.1,9.2,11.6,94.3,42.6,11491.0,30.4,41344.0,82.9,8.6,231500.0,37930.0,2.81,35344.0,79977.0,7.7,3182.0,38001.0,1.7,9875.0,12696.0,29.8,1744689.0,877241.0,1390039.0,13122.0,171207.0,314.0,194.34,548.3
