state_name,county_name,trump,biden,other,population_2010,persons_under_5_years_percent_2014,persons_under_18_years_percent_2014,age_65_plus,female_persons_percent_2014,living_in_same_house_1_year__over_percent_20092013,foreign_born_persons_percent_20092013,non_english,edu_highschool,edu_batchelors,veterans_20092013,mean_travel_time_to_work_minutes_workers_age_16_20092013,housing_units_2014,homeownership_rate_20092013,housing_units_in_multiunit_structures_percent_20092013,median_value_of_owneroccupied_housing_units_20092013,households_20092013,persons_per_household_20092013,income,median_household_income_20092013,poverty,private_nonfarm_establishments_2013,private_nonfarm_employment__2013,private_nonfarm_employment_percent_change_20122013,nonemployer_establishments_2013,total_number_of_firms_2007,womenowned_firms_percent_2007,manufacturers_shipments_2007_1000,merchant_wholesaler_sales_2007_1000,retail_sales_2007_1000,retail_sales_per_capita_2007,accommodation_and_food_services_sales_2007_1000,building_permits_2014,land_area_in_square_miles_2010,density
Georgia,Floyd County,27120,10972,496,96317.0,6.1,23.5,15.7,51.5,85.1,6.5,9.7,77.9,18.1,7358.0,21.5,40428.0,64.2,16.6,114800.0,34646.0,2.66,20500.0,40821.0,21.0,1950.0,32861.0,0.4,6748.0,8145.0,28.6,3346076.0,636186.0,1039780.0,10932.0,144251.0,75.0,509.91,188.9
Georgia,Forsyth County,85122,42203,1980,175511.0,6.2,28.9,11.1,50.3,89.1,13.8,18.1,91.4,43.8,10111.0,29.9,71045.0,85.6,4.0,258200.0,58080.0,3.14,34582.0,86569.0,7.6,5513.0,64358.0,5.2,17610.0,19448.0,27.5,2318605.0,2503452.0,1960919.0,12382.0,183104.0,3194.0,224.02,783.5
Georgia,Franklin County,9069,1593,124,22084.0,5.7,21.9,18.7,51.2,91.0,2.7,4.9,72.3,13.0,1375.0,24.6,10460.0,73.1,6.9,114800.0,8618.0,2.47,18234.0,34830.0,18.9,414.0,5869.0,-2.7,1591.0,1915.0,25.3,430397.0,107788.0,315062.0,14431.0,22760.0,2.0,261.5,84.5
Georgia,Fulton County,137240,381144,6275,920581.0,6.4,23.2,10.4,51.4,79.9,12.9,16.7,90.4,48.2,47038.0,27.0,448897.0,53.9,43.9,238200.0,368184.0,2.49,36757.0,56857.0,17.6,33874.0,723886.0,3.1,99463.0,106113.0,32.3,10428483.0,40824135.0,13239670.0,13363.0,4133808.0,8098.0,526.64,1748.0
Georgia,Gilmer County,13429,2932,164,28292.0,5.3,20.5,22.0,50.1,82.8,6.1,9.0,76.5,16.4,2397.0,27.9,16653.0,73.4,3.6,142200.0,11513.0,2.44,21317.0,39140.0,21.7,522.0,5524.0,-0.8,2567.0,2593.0,24.7,354553.0,45815.0,370523.0,12965.0,36555.0,102.0,426.54,66.3
Georgia,Glascock County,1403,155,8,3082.0,4.8,24.0,17.4,51.1,92.1,1.0,1.3,78.3,9.6,181.0,28.3,1501.0,70.8,3.5,70000.0,1189.0,2.53,17984.0,37760.0,21.4,22.0,0.0,0.0,172.0,216.0,0.0,0.0,0.0,4815.0,1739.0,0.0,0.0,143.74,21.4
Georgia,Glynn County,25616,15879,489,79626.0,6.2,23.1,17.7,52.7,80.2,5.7,9.5,86.6,26.1,7954.0,19.1,41726.0,61.9,20.8,162900.0,31547.0,2.51,26724.0,46407.0,19.2,2427.0,29435.0,1.5,6218.0,0.0,0.0,0.0,270865.0,1351775.0,18083.0,398301.0,427.0,419.75,189.7
Georgia,Gordon County,19405,4384,244,55186.0,6.5,25.6,13.3,50.4,85.8,9.3,14.6,73.4,14.2,3094.0,23.0,22254.0,66.8,15.0,116100.0,19066.0,2.88,19177.0,40926.0,21.0,986.0,18965.0,6.2,3429.0,4842.0,20.4,2528116.0,0.0,659417.0,12680.0,62480.0,63.0,355.81,155.1
Georgia,Grady County,7034,3619,54,25011.0,6.8,25.7,16.0,51.3,89.7,5.6,8.6,72.7,11.3,1743.0,25.1,10684.0,58.5,5.0,110800.0,9290.0,2.69,15734.0,30571.0,30.1,402.0,3841.0,-0.4,1483.0,1843.0,27.3,183214.0,201332.0,168147.0,6750.0,13083.0,31.0,454.53,55.0
Georgia,Greene County,7068,4088,91,15994.0,5.4,19.1,26.2,51.2,92.0,3.9,4.4,78.7,21.4,1457.0,24.6,9006.0,75.6,6.9,145200.0,6353.0,2.5,27828.0,42565.0,22.3,420.0,4549.0,5.1,1439.0,1986.0,16.5,673247.0,31905.0,137147.0,8715.0,60642.0,203.0,387.44,41.3
Georgia,Gwinnett County,166413,241827,5625,805321.0,6.9,27.8,8.6,51.0,85.2,24.9,33.0,87.0,33.9,39586.0,31.6,298611.0,68.4,20.2,171300.0,266952.0,3.07,25932.0,60445.0,13.9,21547.0,305293.0,3.0,90033.0,93820.0,28.6,6480318.0,28829120.0,13857021.0,17939.0,1264671.0,3379.0,430.38,1871.2
Georgia,Habersham County,16637,3563,232,43041.0,5.9,23.2,17.4,52.6,91.1,8.6,13.8,77.9,17.1,3319.0,23.6,18111.0,76.3,7.5,137900.0,14805.0,2.74,18910.0,39306.0,20.8,802.0,11576.0,-2.2,2865.0,4315.0,24.0,968514.0,0.0,492128.0,11672.0,41762.0,35.0,276.74,155.5
Georgia,Hall County,64170,25031,1322,179684.0,6.9,26.5,13.6,50.1,86.1,15.4,26.2,78.8,22.8,10555.0,25.8,69492.0,67.8,13.9,165300.0,61220.0,2.93,23645.0,50853.0,18.7,3953.0,64743.0,4.2,13987.0,17307.0,25.1,6068981.0,4914547.0,2220699.0,12417.0,224064.0,722.0,392.78,457.5
Georgia,Hancock County,1159,2985,21,9429.0,4.5,16.3,20.0,46.0,91.1,1.9,2.4,75.8,9.9,564.0,25.5,5279.0,77.7,5.1,67800.0,2742.0,2.78,12381.0,25000.0,30.6,73.0,601.0,-5.4,500.0,715.0,31.7,0.0,0.0,21008.0,2183.0,1031.0,15.0,471.84,20.0
Georgia,Haralson County,12331,1792,149,28780.0,5.9,24.4,16.0,51.6,84.0,1.4,1.7,74.2,14.1,1916.0,30.0,12241.0,70.3,9.9,106800.0,10806.0,2.6,19789.0,39993.0,22.8,441.0,5221.0,5.8,2025.0,2349.0,22.0,952054.0,53193.0,313130.0,10907.0,14624.0,23.0,282.17,102.0
Georgia,Harris County,14319,5457,215,32024.0,4.7,22.0,16.7,50.2,89.6,2.6,4.5,89.2,27.3,3578.0,26.6,13690.0,86.7,2.8,203800.0,11426.0,2.79,31482.0,69223.0,8.0,377.0,3921.0,18.2,2338.0,2514.0,21.1,0.0,0.0,66126.0,2271.0,43474.0,113.0,463.87,69.0
Georgia,Hart County,9464,3157,106,25213.0,5.5,21.4,20.6,50.4,87.0,2.1,2.8,80.3,15.5,2148.0,22.9,12943.0,73.7,4.6,118400.0,10009.0,2.45,20371.0,35615.0,25.4,393.0,5319.0,-1.5,1798.0,1725.0,22.7,244785.0,58960.0,170726.0,7077.0,16806.0,35.0,232.39,108.5
Georgia,Heard County,4516,824,57,11834.0,5.7,23.6,15.7,50.1,84.2,0.2,0.4,72.7,8.2,863.0,38.6,5103.0,76.0,5.3,93200.0,4321.0,2.68,18964.0,39909.0,24.3,118.0,1181.0,0.0,705.0,1038.0,23.4,0.0,0.0,24751.0,2167.0,1886.0,15.0,296.03,40.0
Georgia,Henry County,48187,73276,1279,203922.0,5.9,27.1,10.4,52.2,85.7,7.4,10.2,89.5,26.1,17462.0,33.3,77530.0,75.0,11.2,147500.0,69238.0,2.97,25299.0,60781.0,11.2,3354.0,46159.0,7.1,17787.0,18508.0,33.6,1695755.0,3076624.0,1907354.0,10315.0,243225.0,1047.0,322.13,633.0
Georgia,Houston County,41534,32232,1057,139900.0,6.9,25.7,11.7,51.3,83.3,5.8,8.5,88.8,24.0,18505.0,20.5,60555.0,67.1,17.3,132900.0,52330.0,2.7,25195.0,54893.0,15.2,2318.0,36198.0,6.7,8976.0,8657.0,29.1,1422893.0,0.0,1524261.0,11610.0,206115.0,602.0,375.54,372.5
Georgia,Irwin County,3134,1008,26,9538.0,5.7,22.3,18.2,49.2,89.8,0.7,1.4,81.1,10.3,923.0,22.5,4022.0,72.4,6.2,83400.0,3277.0,2.69,18207.0,40771.0,21.2,125.0,1727.0,0.2,561.0,742.0,0.0,0.0,94087.0,27252.0,2734.0,2608.0,10.0,354.34,26.9
Georgia,Jackson County,29497,7642,531,60485.0,6.6,25.7,13.5,50.4,88.8,4.4,8.5,81.1,19.5,3962.0,29.7,23752.0,77.1,5.9,161300.0,21293.0,2.81,23247.0,53179.0,15.9,1162.0,16656.0,5.3,4692.0,6073.0,21.1,1801528.0,568845.0,559370.0,9365.0,33343.0,455.0,339.66,178.1
Georgia,Jasper County,5822,1761,61,13900.0,6.0,24.0,15.5,51.3,84.3,3.1,5.4,83.6,13.3,872.0,36.2,6230.0,76.1,2.1,120200.0,5132.0,2.66,21297.0,42192.0,21.7,147.0,1383.0,-1.2,1055.0,1517.0,27.7,187450.0,0.0,33351.0,2442.0,3412.0,53.0,368.17,37.8
Georgia,Jeff Davis County,4695,1028,48,15068.0,7.4,27.5,14.2,50.5,87.8,4.7,9.3,79.6,9.6,773.0,22.0,6412.0,71.3,6.1,79900.0,5509.0,2.71,17684.0,36296.0,24.5,239.0,3344.0,5.9,852.0,1009.0,0.0,242915.0,35858.0,204381.0,15440.0,9883.0,1.0,330.74,45.6
Georgia,Jefferson County,3537,4061,44,16930.0,6.3,24.1,17.0,51.4,85.0,1.2,2.2,73.8,8.8,1109.0,23.1,7246.0,65.5,9.6,67200.0,6220.0,2.58,14757.0,26968.0,31.5,300.0,3935.0,-1.8,1139.0,1266.0,27.6,303595.0,127174.0,129391.0,7897.0,11202.0,5.0,526.49,32.2
Georgia,Jenkins County,2161,1266,28,8340.0,5.7,22.6,15.3,46.8,85.3,2.6,4.1,72.6,13.1,605.0,26.4,4175.0,69.6,1.9,63400.0,3354.0,2.54,17565.0,26104.0,29.4,97.0,946.0,-1.1,545.0,716.0,0.0,116890.0,0.0,53910.0,6311.0,3823.0,10.0,347.28,24.0
Georgia,Johnson County,2850,1222,28,9980.0,4.5,19.6,15.5,43.5,83.7,1.7,1.9,75.8,11.5,729.0,28.9,4066.0,78.9,5.1,65000.0,3250.0,2.71,16807.0,36722.0,22.8,120.0,994.0,-9.6,599.0,516.0,21.1,0.0,0.0,25209.0,2678.0,1384.0,0.0,303.01,32.9
Georgia,Jones County,9965,4888,113,28669.0,5.2,24.5,15.4,51.6,87.8,2.0,2.4,88.7,17.8,1774.0,26.5,11576.0,79.1,4.9,138900.0,10384.0,2.73,24485.0,51497.0,16.6,315.0,2523.0,5.4,1890.0,2169.0,29.9,0.0,42353.0,70608.0,2588.0,13415.0,28.0,393.93,72.8
Georgia,Lamar County,6330,2615,94,18317.0,5.5,20.7,16.0,52.3,83.1,1.7,2.6,81.9,14.2,1568.0,30.1,7504.0,70.1,10.8,122600.0,6393.0,2.65,18800.0,41016.0,18.9,234.0,2811.0,7.8,1145.0,1544.0,27.8,0.0,0.0,113965.0,6732.0,12041.0,18.0,183.5,99.8
Georgia,Lanier County,2509,1019,48,10078.0,7.8,25.6,12.1,49.6,78.0,2.5,5.5,76.4,12.0,784.0,23.0,4295.0,60.9,4.9,111800.0,3725.0,2.66,17264.0,39452.0,26.7,92.0,757.0,-6.5,516.0,731.0,26.7,0.0,0.0,0.0,0.0,0.0,15.0,185.26,54.4
Georgia,Laurens County,14493,8073,163,48434.0,6.7,24.8,16.2,52.4,87.7,2.2,3.3,79.8,15.0,3407.0,23.5,21283.0,65.7,10.3,85200.0,17632.0,2.67,18625.0,34793.0,24.7,1037.0,14748.0,0.2,3871.0,4485.0,27.9,0.0,252146.0,613069.0,12912.0,66796.0,9.0,807.3,60.0
Georgia,Lee County,12007,4558,149,28298.0,6.4,26.8,10.7,49.8,86.1,3.5,5.4,83.9,20.5,2267.0,21.2,10698.0,76.2,10.4,159000.0,9773.0,2.79,26357.0,60104.0,11.2,369.0,3810.0,20.2,1950.0,2208.0,30.3,0.0,118292.0,123990.0,3754.0,6881.0,175.0,355.78,79.5
Georgia,Liberty County,7959,13099,331,63453.0,11.1,28.7,7.5,48.8,72.9,6.5,10.9,90.9,20.2,10207.0,20.1,27198.0,51.1,22.3,126900.0,23046.0,2.73,20791.0,43832.0,18.7,812.0,12380.0,1.7,2805.0,3667.0,34.7,0.0,0.0,539287.0,8908.0,62915.0,242.0,489.8,129.5
Georgia,Lincoln County,3179,1435,36,7996.0,4.6,19.1,20.7,50.7,92.6,1.1,1.6,82.1,11.4,732.0,32.6,4779.0,78.7,2.5,103700.0,3394.0,2.3,20641.0,35625.0,26.5,135.0,935.0,-0.6,502.0,707.0,34.5,0.0,9380.0,39568.0,4927.0,5229.0,17.0,210.38,38.0
Georgia,Long County,3528,2033,95,14464.0,8.2,28.8,7.7,49.7,81.9,4.9,8.2,85.0,14.0,1658.0,25.1,6205.0,62.2,4.2,111900.0,4841.0,3.11,17158.0,42651.0,19.2,71.0,252.0,0.0,532.0,321.0,0.0,0.0,0.0,17394.0,1548.0,1830.0,0.0,400.29,36.1
Georgia,Lowndes County,25691,20117,547,109233.0,7.1,24.8,11.0,51.1,78.1,3.8,5.7,84.0,23.1,9100.0,18.0,45665.0,53.9,21.1,133700.0,39722.0,2.7,18897.0,37365.0,24.3,2640.0,38679.0,0.3,6635.0,8867.0,30.0,2237776.0,756457.0,1804839.0,17744.0,209463.0,379.0,496.07,220.2
Georgia,Lumpkin County,12163,3126,242,29966.0,5.0,18.9,15.7,50.2,80.3,3.3,4.5,85.0,25.4,2423.0,30.0,13073.0,68.2,8.9,165900.0,10999.0,2.62,20908.0,43775.0,18.1,506.0,4388.0,5.1,2309.0,3187.0,0.0,207779.0,37439.0,206576.0,7764.0,33394.0,91.0,282.93,105.9
Georgia,Macon County,1783,2857,22,14740.0,4.9,19.9,14.9,45.9,88.9,3.6,6.6,70.5,10.1,895.0,24.5,6052.0,66.5,9.2,65500.0,4887.0,2.64,13865.0,30240.0,29.4,179.0,2194.0,2.5,793.0,1101.0,32.3,397403.0,39536.0,47915.0,3588.0,5623.0,3.0,400.64,36.8
Georgia,Madison County,11326,3411,200,28120.0,5.4,23.1,15.6,50.7,92.5,3.1,4.9,78.7,14.9,1787.0,25.3,11732.0,73.3,3.2,127800.0,9732.0,2.86,19939.0,42549.0,17.9,355.0,2078.0,2.2,2080.0,2352.0,0.0,0.0,57790.0,119211.0,4291.0,7222.0,66.0,282.31,99.6
Georgia,Marion County,2275,1311,38,8742.0,6.1,21.8,17.0,50.1,85.8,5.8,9.0,75.1,10.6,970.0,30.9,4109.0,71.8,9.7,87000.0,3000.0,2.87,17479.0,33301.0,20.5,81.0,1357.0,2.6,436.0,197.0,38.6,0.0,0.0,71742.0,10179.0,1021.0,10.0,366.0,23.9
Georgia,McDuffie County,6169,4168,118,21875.0,6.2,25.2,15.9,53.1,90.3,1.2,2.7,74.6,13.7,1112.0,26.4,9248.0,66.0,9.0,106100.0,8143.0,2.62,17922.0,37487.0,22.2,433.0,5938.0,1.1,1412.0,1609.0,17.1,0.0,0.0,350350.0,16276.0,23602.0,19.0,257.46,85.0
Georgia,McIntosh County,4016,2612,68,14333.0,5.4,19.0,21.7,50.8,91.4,1.7,2.7,80.5,15.8,1468.0,26.3,9299.0,81.5,5.8,103700.0,4993.0,2.81,21484.0,39068.0,14.9,184.0,1199.0,-7.4,884.0,1217.0,21.2,0.0,0.0,113983.0,9952.0,19840.0,24.0,424.3,33.8
Georgia,Meriwether County,6524,4287,66,21992.0,5.4,22.4,18.6,52.0,84.3,0.7,1.7,73.0,8.9,1383.0,30.2,9911.0,69.9,4.6,91200.0,8135.0,2.62,18821.0,37333.0,21.1,302.0,3248.0,-2.9,1494.0,2142.0,28.6,233413.0,0.0,100756.0,4421.0,14833.0,24.0,501.22,43.9
Georgia,Miller County,2066,749,20,6125.0,6.2,23.4,19.6,51.6,90.4,0.7,1.1,79.9,11.9,354.0,22.3,2752.0,74.5,5.8,83200.0,2458.0,2.39,19674.0,32260.0,23.0,132.0,1066.0,-0.8,380.0,467.0,37.5,0.0,14952.0,53450.0,8671.0,2935.0,0.0,282.42,21.7
Georgia,Mitchell County,4935,3995,33,23498.0,6.0,23.7,14.9,47.7,89.5,2.3,3.7,72.3,9.6,1508.0,21.2,8938.0,65.3,10.9,77900.0,8131.0,2.61,15694.0,32054.0,26.2,365.0,5868.0,-9.0,1312.0,0.0,0.0,0.0,169162.0,150978.0,6268.0,15388.0,10.0,512.09,45.9
Georgia,Monroe County,11060,4384,148,26424.0,5.1,20.9,16.8,49.6,88.6,1.7,2.7,79.5,18.7,2069.0,27.2,10954.0,76.3,9.5,148300.0,9550.0,2.66,22888.0,48630.0,12.9,507.0,6593.0,2.5,1875.0,2943.0,26.8,118057.0,0.0,114402.0,4563.0,23756.0,77.0,395.66,66.8
Georgia,Montgomery County,2960,979,27,9123.0,5.7,22.2,15.5,48.3,92.1,3.8,5.2,82.3,15.5,562.0,21.4,3886.0,69.4,5.1,74300.0,3185.0,2.6,16460.0,32702.0,24.5,111.0,924.0,-6.1,544.0,0.0,0.0,0.0,0.0,24737.0,2753.0,2877.0,11.0,239.52,38.1
Georgia,Morgan County,8230,3355,122,17868.0,5.2,23.0,18.2,51.5,92.7,1.8,2.1,81.7,22.7,1357.0,27.2,7497.0,77.1,5.0,175700.0,6513.0,2.71,25933.0,47729.0,15.4,445.0,5451.0,-0.2,1820.0,2113.0,31.7,239487.0,54916.0,276447.0,15202.0,40310.0,52.0,347.35,51.4
Georgia,Murray County,12943,2302,144,39628.0,6.4,25.3,13.3,50.3,87.2,8.1,13.1,69.3,9.6,2122.0,24.8,15777.0,68.9,6.9,94100.0,14092.0,2.79,16449.0,34888.0,22.4,395.0,6831.0,1.8,1756.0,2625.0,0.0,1605675.0,89355.0,218860.0,5374.0,24649.0,22.0,344.47,115.0
Georgia,Muscogee County,30049,49529,965,189885.0,7.6,24.3,12.0,50.8,74.6,5.4,9.1,85.4,22.6,20679.0,19.0,83846.0,52.6,29.8,133300.0,72243.0,2.53,22856.0,41339.0,19.6,4256.0,75855.0,-0.3,13691.0,15413.0,35.8,2111391.0,1173616.0,2889210.0,15482.0,428162.0,585.0,216.39,877.5
Georgia,Newton County,23869,29794,576,99958.0,6.7,27.1,11.9,52.3,82.5,5.7,6.2,84.5,19.4,7341.0,31.4,38351.0,73.5,8.1,125600.0,33840.0,2.93,21484.0,50580.0,15.2,1306.0,17729.0,0.8,8657.0,9515.0,33.4,2205094.0,226621.0,679365.0,7096.0,93483.0,181.0,272.16,367.3
Georgia,Oconee County,16595,8162,411,32808.0,5.3,26.8,13.5,51.1,91.7,5.0,7.4,91.3,43.1,2131.0,23.7,13147.0,78.9,6.6,238200.0,11485.0,2.88,33801.0,75004.0,9.3,1000.0,9398.0,6.4,3547.0,4300.0,21.4,0.0,72919.0,326375.0,10357.0,38870.0,299.0,184.29,178.0
Georgia,Oglethorpe County,5593,2436,102,14899.0,5.3,21.6,18.0,50.7,89.7,1.6,3.0,79.0,18.0,1117.0,27.9,6487.0,77.0,4.8,120800.0,5201.0,2.8,20493.0,45729.0,16.4,168.0,1046.0,4.9,980.0,1296.0,21.3,0.0,8455.0,69636.0,4988.0,1816.0,27.0,439.01,33.9
Georgia,Paulding County,54525,29704,1156,142324.0,6.5,27.8,9.5,51.2,87.0,4.1,6.4,88.5,23.4,10479.0,37.7,53105.0,82.1,5.8,135500.0,47881.0,2.99,24168.0,61837.0,11.4,1716.0,15576.0,1.9,10643.0,11811.0,30.6,255438.0,176471.0,973010.0,7607.0,108987.0,930.0,312.22,455.8
Georgia,Peach County,6502,5920,123,27695.0,6.0,22.3,13.3,51.7,85.4,5.9,9.5,82.7,19.2,2354.0,22.7,11273.0,66.6,15.6,120000.0,9525.0,2.62,19431.0,39844.0,24.6,456.0,5767.0,-4.6,1823.0,1757.0,0.0,1057803.0,0.0,317396.0,12122.0,28726.0,161.0,150.27,184.3
Georgia,Pickens County,14075,2808,233,29431.0,4.9,20.9,20.3,50.7,89.3,2.8,3.9,80.8,22.5,2768.0,28.5,13688.0,78.9,7.0,166300.0,11083.0,2.63,26686.0,51383.0,11.9,643.0,5890.0,-0.4,2864.0,4125.0,26.4,104755.0,112023.0,320506.0,10541.0,27773.0,53.0,232.06,126.8
Georgia,Pierce County,7899,1100,49,18758.0,6.6,25.4,15.6,50.4,86.8,2.3,4.9,77.6,11.8,1398.0,26.6,7961.0,73.3,5.9,79600.0,6970.0,2.67,20001.0,39067.0,20.5,322.0,2930.0,-4.5,1152.0,1064.0,25.6,0.0,0.0,99714.0,5586.0,8687.0,38.0,316.49,59.3
Georgia,Pike County,9127,1505,88,17869.0,5.0,24.9,14.6,50.5,87.4,1.1,1.8,85.1,17.0,1400.0,33.2,6819.0,84.2,4.8,152800.0,6140.0,2.86,22191.0,53865.0,11.2,240.0,1463.0,7.0,1352.0,1762.0,19.8,0.0,16741.0,33873.0,1970.0,2432.0,26.0,216.09,82.7
Georgia,Polk County,13589,3658,152,41475.0,6.8,26.0,14.9,50.9,85.5,8.1,13.1,72.7,13.1,2804.0,26.6,16940.0,70.8,10.5,107900.0,14645.0,2.78,18336.0,39208.0,23.4,584.0,9161.0,-1.3,2581.0,2391.0,35.8,698637.0,0.0,314659.0,7592.0,35178.0,10.0,310.33,133.6
Georgia,Pulaski County,2805,1217,37,12010.0,4.5,19.7,18.9,56.8,90.9,2.2,5.9,77.5,9.6,932.0,24.0,5136.0,68.0,5.7,87300.0,4034.0,2.54,17781.0,41550.0,15.7,173.0,1895.0,-0.5,671.0,685.0,0.0,0.0,21369.0,84491.0,8619.0,13668.0,17.0,249.03,48.2
Georgia,Putnam County,8291,3448,116,21218.0,5.9,21.3,21.5,51.5,89.6,4.7,8.0,84.5,18.7,2025.0,28.2,12735.0,77.1,5.1,140600.0,8457.0,2.49,26321.0,44764.0,14.0,396.0,4444.0,1.8,1733.0,2259.0,0.0,316112.0,75508.0,204112.0,10073.0,19813.0,35.0,344.64,61.6
Georgia,Quitman County,604,497,5,2513.0,4.5,17.6,27.7,50.6,84.5,0.3,1.7,72.3,3.2,223.0,22.0,2008.0,77.3,1.7,62300.0,932.0,2.57,14201.0,31068.0,26.4,38.0,231.0,-8.7,136.0,213.0,29.6,0.0,0.0,2769.0,1045.0,0.0,5.0,151.24,16.6
Georgia,Rabun County,7474,1984,110,16276.0,4.2,18.3,25.5,50.6,92.9,6.8,9.5,85.2,26.6,1503.0,21.9,12460.0,73.2,8.0,168300.0,6997.0,2.28,22260.0,35423.0,21.5,454.0,3987.0,0.6,1707.0,2338.0,31.2,138701.0,0.0,234433.0,14153.0,41073.0,47.0,369.99,44.0
Georgia,Randolph County,1391,1671,12,7719.0,5.7,20.6,20.9,53.4,88.2,3.0,2.9,72.3,17.4,576.0,19.4,4100.0,71.2,3.4,70300.0,3020.0,2.38,18094.0,30023.0,25.4,132.0,1384.0,-4.4,423.0,481.0,0.0,0.0,41661.0,44341.0,6087.0,3852.0,0.0,428.24,18.0
Georgia,Richmond County,26781,59124,1111,200549.0,7.2,23.7,12.6,51.6,80.7,3.3,5.9,83.7,20.5,20693.0,20.0,87076.0,54.5,25.6,100900.0,72281.0,2.66,20526.0,37749.0,25.1,4313.0,85077.0,-0.1,12458.0,14147.0,36.1,5256290.0,916435.0,2505076.0,12695.0,395411.0,730.0,324.33,618.4
Georgia,Rockdale County,13012,31244,430,85215.0,6.0,25.6,12.8,52.7,81.4,10.5,11.3,86.2,26.0,6602.0,32.3,33286.0,69.0,19.0,149900.0,29317.0,2.89,23461.0,52579.0,14.7,1927.0,28615.0,2.8,7816.0,8647.0,29.1,1778787.0,515574.0,1450095.0,17720.0,196568.0,133.0,129.79,656.5
Georgia,Schley County,1800,462,13,5010.0,5.1,27.7,14.7,52.6,88.8,2.2,7.7,73.0,14.2,267.0,27.6,2159.0,64.4,7.1,93000.0,1829.0,2.73,19037.0,38425.0,22.3,58.0,763.0,-1.5,296.0,0.0,0.0,215937.0,0.0,18573.0,4503.0,879.0,0.0,166.91,30.0
Georgia,Screven County,3916,2661,51,14593.0,6.6,22.7,16.8,51.2,88.2,0.4,1.8,78.9,13.0,946.0,28.7,6650.0,70.8,5.9,77000.0,5165.0,2.72,18640.0,34848.0,27.0,213.0,2384.0,-5.8,906.0,1171.0,0.0,183823.0,17545.0,93578.0,6219.0,8297.0,10.0,645.1,22.6
Georgia,Seminole County,2611,1254,19,8729.0,5.6,21.8,21.8,52.0,95.2,1.4,1.6,81.2,12.2,644.0,22.6,4785.0,77.0,3.2,71200.0,3317.0,2.63,17641.0,30521.0,26.0,187.0,1559.0,7.1,623.0,760.0,0.0,0.0,48751.0,76470.0,8485.0,5449.0,4.0,235.23,37.1
Georgia,Spalding County,18057,11784,275,64073.0,6.6,24.5,16.1,51.7,83.4,2.7,4.9,76.6,14.8,5072.0,27.8,26983.0,63.1,15.7,113900.0,22997.0,2.74,19783.0,41534.0,21.5,1117.0,16590.0,-5.0,4635.0,5329.0,36.9,2285175.0,604327.0,661569.0,10492.0,77353.0,141.0,196.47,326.1
Georgia,Stephens County,9368,2385,132,26175.0,5.8,22.4,18.3,51.8,89.9,2.0,2.9,80.4,14.2,1844.0,22.1,12506.0,74.7,8.8,106600.0,9227.0,2.7,18557.0,37898.0,19.8,544.0,7966.0,2.4,1620.0,1962.0,21.7,535710.0,0.0,274713.0,10895.0,26220.0,25.0,179.13,146.1
Georgia,Stewart County,801,1182,7,6058.0,4.4,15.4,15.3,38.9,80.7,13.6,14.8,63.1,10.0,330.0,29.4,2336.0,63.3,6.7,50600.0,1851.0,2.74,13238.0,23451.0,30.7,62.0,787.0,9.3,316.0,232.0,28.9,0.0,2608.0,23878.0,5203.0,2689.0,0.0,458.73,13.2
Georgia,Sumter County,5732,6318,100,32819.0,6.5,24.0,14.8,52.6,83.8,3.4,7.2,76.2,18.5,1955.0,19.9,13849.0,58.2,21.4,90300.0,11493.0,2.63,17879.0,33796.0,32.3,629.0,8951.0,-4.7,1824.0,2484.0,26.8,411966.0,238965.0,326121.0,10016.0,33712.0,11.0,482.7,68.0
Georgia,Talbot County,1392,2114,16,6865.0,4.5,18.8,19.1,52.3,92.1,0.8,2.8,76.7,12.3,541.0,31.5,3363.0,75.9,4.8,76500.0,2682.0,2.49,16993.0,32424.0,21.8,57.0,538.0,-1.5,506.0,777.0,0.0,0.0,0.0,4663.0,710.0,0.0,10.0,391.39,17.5
Georgia,Taliaferro County,360,561,7,1717.0,6.5,18.5,22.4,51.1,85.8,1.6,2.6,68.3,9.3,104.0,27.9,1005.0,73.2,4.6,68300.0,704.0,2.49,14381.0,25465.0,30.0,17.0,45.0,-25.0,104.0,0.0,0.0,0.0,0.0,1710.0,925.0,0.0,2.0,194.61,8.8
Georgia,Tattnall County,6053,2061,69,25520.0,5.9,21.2,12.5,42.3,82.7,5.4,11.3,75.1,11.6,1968.0,24.2,9860.0,71.3,5.5,86100.0,7885.0,2.62,15280.0,37587.0,27.4,289.0,3016.0,-1.4,1224.0,1241.0,27.6,0.0,152023.0,102403.0,4457.0,9522.0,17.0,479.4,53.2
Georgia,Taylor County,2418,1387,34,8906.0,5.1,21.0,18.2,52.5,84.7,1.4,1.9,76.4,10.1,668.0,28.2,4502.0,69.3,4.8,60800.0,3681.0,2.24,17078.0,27455.0,28.2,120.0,855.0,-6.7,561.0,765.0,31.9,0.0,21407.0,46384.0,5359.0,1590.0,11.0,376.69,23.6
Georgia,Telfair County,2825,1487,21,16500.0,4.2,17.7,15.3,40.7,95.3,10.8,12.3,73.9,10.9,1021.0,20.5,7208.0,64.8,9.7,58300.0,5567.0,2.27,12489.0,26634.0,30.5,190.0,3171.0,-1.2,686.0,1139.0,12.6,0.0,30505.0,77349.0,5817.0,11149.0,0.0,437.3,37.7
